dataset,subject,state,annotation,epoch_index,band,R,D_eff,M_tau,theta_power,alpha_power,beta_power,gamma_power,alpha_gamma_ratio,spectral_entropy,aperiodic_slope,R_ok,D_ok,M_ok,Pi
SleepEDF,SC4001,Wake,Sleep stage W,767,sigma,0.06646011511675129,1.000000000001,0.10232572615418133,0.14543446242218855,0.37036538835423105,0.04905992857114775,0.015782990459321244,23.46610987856434,0.715121603139568,-1.9690070352248878,True,True,False,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,768,sigma,0.00018058019156321053,1.000000000001,0.098181322399209,0.30646372308496245,0.2912647197428111,0.052942833531032865,0.020987236718497858,13.878183375718837,0.7555086180255534,-1.917500715642531,False,True,True,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,769,sigma,0.11832760805508341,1.000000000001,0.08699099163824629,0.1811876162660325,0.25080977716511926,0.03358417968502305,0.013607299044542484,18.432003024676685,0.6841860954594006,-2.0157174567515503,True,True,False,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,770,sigma,0.013941181986306988,1.000000000001,0.09342057326723527,0.07043839091965846,0.042945386128953225,0.042746530058185635,0.0420464369419161,1.0213799135288817,0.5756384304137385,-1.1504635172414532,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,771,sigma,0.029485449018098873,1.000000000001,0.09346707257047729,0.09414184728377414,0.02098316236160803,0.023225558373256832,0.020480350474478815,1.0245509414856564,0.5572063066174109,-1.5234434685053357,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,772,sigma,0.09021741140335485,1.000000000001,0.08934561188801252,0.1028588037798174,0.04109572033987277,0.023514574996657267,0.014775188310191888,2.781400783145596,0.5918822238281982,-1.8177965930292883,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,773,sigma,0.04446743514384304,1.000000000001,0.0907091473891738,0.1288991676674626,0.042090087329147964,0.019063707230778926,0.009317624163523814,4.517255320235275,0.5948429688447062,-2.061152941004048,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,774,sigma,0.0996245715858591,1.000000000001,0.09385741291909913,0.2770483306267693,0.31596473867910546,0.04532482537136551,0.009204642220088413,34.32667246481459,0.7209907664417542,-2.278648691465852,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,775,sigma,0.136782255360372,1.000000000001,0.08940622751370007,0.30886993518701933,0.23257637593626834,0.041830169417074084,0.009812927396132945,23.701018719879702,0.7299281441955574,-2.2839847595495484,True,True,True,1.0
SleepEDF,SC4001,NREM,Sleep stage 1,776,sigma,0.18139869540945117,1.000000000001,0.09475609462163273,0.2751434117464024,0.18989902919356724,0.057022606421834036,0.01504380281588583,12.623073534333763,0.7360567989236972,-2.084024782898153,True,True,True,1.0
SleepEDF,SC4001,NREM,Sleep stage 1,777,sigma,0.02860412438135885,1.000000000001,0.09193079734632323,0.28044087272441776,0.13648999730885508,0.06089368335917451,0.013556191425841678,10.068461930878364,0.7394625394675248,-2.0790291648583903,True,True,True,1.0
SleepEDF,SC4001,NREM,Sleep stage 1,778,sigma,0.1457536975211949,1.000000000001,0.08810292200814814,0.19602054413259717,0.08537785679198061,0.052185909943676535,0.013400879719161426,6.371063584992176,0.6833271896005846,-2.0871198410261362,True,True,False,0.6666666666666666
SleepEDF,SC4001,NREM,Sleep stage 1,779,sigma,0.06113510989512035,1.000000000001,0.09636491504909013,0.14247277051448975,0.2774868703966895,0.05361421011006848,0.017902798228258614,15.499636807791958,0.7083326908555081,-1.8754735875636157,True,True,True,1.0
SleepEDF,SC4001,NREM,Sleep stage 1,780,sigma,0.11049859673252088,1.0000000000009999,0.09522259561396028,0.15957855994349146,0.13566054669014588,0.04530639543715926,0.014990741851861372,9.049621961454266,0.6717284289006761,-1.9479106109719118,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,781,sigma,0.1528125583352251,1.000000000001,0.09885017537419344,0.07385545599992163,0.15631782397130708,0.05241271114129653,0.034338698061438286,4.552235023211228,0.6415208405216747,-1.3422251694416911,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,782,sigma,0.20041471521649068,1.0000000000009999,0.08942284063320657,0.318443612466349,0.3290590007179887,0.04007356126446159,0.008795403360609768,37.41261056363458,0.7138245931804483,-2.288589943053562,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,783,sigma,0.22741935909089359,1.000000000001,0.09566144508115737,0.3245949656515387,0.3262775680653045,0.03861962713434304,0.008147543851895709,40.046126041941164,0.7230078570804783,-2.370205246664708,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,784,sigma,0.13406226289849638,1.000000000001,0.09361695441253148,0.2928389820675549,0.32759937771485576,0.03860462315293379,0.007262937603095713,45.10563019708665,0.7080953211308977,-2.3784348260851047,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,785,sigma,0.14017305444493658,1.000000000001,0.09843236800176455,0.2637975637984189,0.24233072434656153,0.041681210321858335,0.0143681837821418,16.86578679699854,0.7175189486061829,-2.0786913696888236,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,786,sigma,0.12408068664692175,1.000000000001,0.09720377602807945,0.2349478398651212,0.28912836165038447,0.042320117140264825,0.009189569138552466,31.462667863932634,0.721110136715012,-2.2894993668651247,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,787,sigma,0.02369714311023985,1.000000000001,0.09861508854621985,0.09924590522122385,0.10159202894898198,0.022418641363783562,0.009844908456182183,10.319245668035364,0.5525544866173026,-1.981005045128147,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,788,sigma,0.0353581659070142,1.0000000000009999,0.10210550643773611,0.12995037580508947,0.26819036912863115,0.049681881655749265,0.02367179888225214,11.329530571433528,0.685336198608408,-1.6948000207343903,True,True,False,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,789,sigma,0.00965105894585136,1.000000000001,0.10034546512683505,0.16211766663210728,0.20077761900764762,0.04988973243106381,0.027726719892575743,7.241304408826506,0.7039973800869262,-1.6413498728047309,False,True,True,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,790,sigma,0.1982948567990954,1.0000000000009999,0.09545266515052216,0.2897932137388709,0.19596148457684603,0.0883629388331155,0.03743480881667668,5.234739825472629,0.780604312520912,-1.6217576224118244,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,791,sigma,0.18217511230813838,1.0000000000009999,0.09512650138765141,0.07539694561552122,0.07794375694976918,0.03516013456428609,0.025175063145572916,3.0960699679666814,0.565016298845755,-1.4172565878393464,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,792,sigma,0.045962527888743325,1.000000000001,0.09934712718139459,0.15094198266135023,0.3104602925755368,0.046372035564148116,0.023524105910888337,13.197538462817413,0.6800949406749103,-1.6685059467970826,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,793,sigma,0.125253609582579,1.000000000001,0.09403047137219744,0.16887894566406314,0.21208633997108253,0.04972923668529195,0.02523222583580995,8.405375781857543,0.7250303056779088,-1.7511674728475344,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,794,sigma,0.017939090832935746,1.000000000001,0.09588962202027627,0.1931322662367615,0.26807891649983534,0.067622801528386,0.029413324857393917,9.114199696581787,0.7446802840478515,-1.642792575247692,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,795,sigma,0.01954621850236944,1.0000000000009999,0.1003375449444353,0.0873203142263824,0.06286730464051062,0.0474222032915951,0.03706120549287785,1.6963103008318412,0.620558833156611,-1.3368875617571905,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,796,sigma,0.10681336192896486,1.000000000001,0.09078083534899464,0.06758075607965777,0.052376113074736844,0.06201393733770101,0.04752071380313702,1.1021743758019293,0.6347764349243161,-1.1038391007949677,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,797,sigma,0.013672157068705932,1.000000000001,0.10185467461976645,0.05945422434828345,0.023577779509996215,0.02642103267047238,0.02270169996300823,1.0385909225906844,0.5438788082072741,-1.3593617910931115,True,True,False,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,798,sigma,0.14217831009301193,1.000000000001,0.09633079639309836,0.08907205704491278,0.03586843805740568,0.037078309497568206,0.030829384791922692,1.1634496860164323,0.5816638457079448,-1.3135708651914644,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,799,sigma,0.05256595654363469,1.000000000001,0.09786514894922899,0.11829885909728233,0.07150404032335979,0.05659078299610377,0.05749807081450079,1.2435902511025319,0.679485693668413,-1.1720800216189955,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,800,sigma,0.18459583479789335,1.0000000000009999,0.09074797940789678,0.12219313576760457,0.029486140565462983,0.03857047064696056,0.03349894868093663,0.8802109237942313,0.6123927091645976,-1.3928690274855764,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,801,sigma,0.11865361053958227,1.0000000000009999,0.09579806000486112,0.11092782798744165,0.023833396024857116,0.027316585050407332,0.022722177735971447,1.0489045680721703,0.587241160237145,-1.5363861032731747,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,802,sigma,0.08405044718845765,1.000000000001,0.09727865645838246,0.08551557875053849,0.029931827549008052,0.046051560986759915,0.044890538758593744,0.666773631506287,0.6139642153980704,-1.133514452289751,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,803,sigma,0.03456157177357622,1.000000000001,0.09287134684803539,0.09680466383504358,0.045571355830462706,0.044477584976040305,0.03944097064400934,1.1554319045702564,0.635233132117301,-1.2945051191450683,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,804,sigma,0.008882898309028301,1.000000000001,0.09744970519565557,0.11547048476523766,0.05494038668173617,0.044342315102554625,0.0283087296997706,1.9407577543205912,0.6493801527392553,-1.520220648847579,False,True,True,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,805,sigma,0.12200965965606571,1.000000000001,0.09678455830711345,0.09497794769155433,0.031819439773457706,0.041996481095418106,0.03541727084354388,0.898415914459416,0.5939606186373413,-1.2861637876691938,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,806,sigma,0.034885386154969986,1.0000000000009999,0.09883795913819322,0.06878670972539108,0.023533799207015083,0.022463208103794097,0.019747615123177523,1.1917286750338798,0.5305236021462026,-1.501431308593196,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,807,sigma,0.018712878562370392,1.000000000001,0.10490796557924253,0.07549829087500202,0.04546204028800173,0.047580378019053224,0.04064326132444981,1.118562802427829,0.5945656780330938,-1.2044179011474725,True,True,False,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,808,sigma,0.10273416371621356,1.000000000001,0.09866681453450932,0.11255886706562696,0.12849493529904557,0.03155974021060669,0.016281184743915104,7.892234951708707,0.6362719121363248,-1.8065931727903073,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,809,sigma,0.2290192328200169,1.000000000001,0.09427637823928997,0.11288579535549992,0.041368063678023405,0.05078932336094388,0.03402956646070169,1.2156506232478974,0.6469991781109764,-1.3869069788303239,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,810,sigma,0.04828407577386615,1.000000000001,0.09548847918198336,0.17655107291981934,0.1438572646510532,0.03484008203507938,0.014484881600308272,9.931545773771463,0.6760805058395495,-1.9864058618303582,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,811,sigma,0.1034867184588035,1.000000000001,0.10218989991775966,0.13438529841457447,0.0557503757205928,0.03303412665734247,0.01848962657950216,3.015224535653044,0.6378542910216345,-1.7801019778065696,True,True,False,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,812,sigma,0.016589923734573846,1.000000000001,0.10436065574548355,0.13794472889528292,0.042840437118710245,0.0264144573362548,0.01833957287016087,2.33595609994152,0.6159824937255483,-1.7590466514975422,True,True,False,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,813,sigma,0.024072166402251013,1.000000000001,0.09998588375048455,0.12496313241123558,0.05092695415981096,0.055287365995143355,0.04883121384205117,1.0429180467128203,0.672330335169937,-1.2830997879487906,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,814,sigma,0.18080684346754972,1.000000000001,0.10085284599978236,0.06398445509276827,0.021511938341585036,0.015380036564703497,0.009564716227402972,2.249093211746743,0.4946674095219818,-1.7993310382593415,True,True,False,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,815,sigma,0.0018284803183882252,1.000000000001,0.09497323613583986,0.1059221494437584,0.028008090476876763,0.015939268010817534,0.00902524076663908,3.103306736957381,0.565343584368271,-2.028307658249259,False,True,True,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,816,sigma,0.009884351490324975,1.0000000000009999,0.08770933813274491,0.08077049411253888,0.037474331880817426,0.033510984876701275,0.031161294658816514,1.2025922635731106,0.5888158241708522,-1.3938388210750057,False,True,False,0.3333333333333333
SleepEDF,SC4001,Wake,Sleep stage W,817,sigma,0.15983619573577895,1.000000000001,0.08928670209878832,0.06882963120059375,0.043792235978390014,0.04970185749925332,0.04349949386384963,1.0067297820625205,0.6226103619043637,-1.1953366238227503,True,True,False,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,818,sigma,0.05830103559440043,1.000000000001,0.08993011923164397,0.10881712175753111,0.06145006032495604,0.11823186948293367,0.1017939900213406,0.6036708091653512,0.7580737171217508,-0.8535163706632288,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,819,sigma,0.02751666822621096,1.000000000001,0.09090865743140202,0.13401287652529095,0.04386149318704338,0.07865052499657597,0.0684061843360593,0.6411919274860249,0.6865771211831015,-1.026141165356905,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,820,sigma,0.04312434933183916,1.0000000000009999,0.09841668929568921,0.14900697874445085,0.061067333222770415,0.1310021137508885,0.12964909552072634,0.47102012533929993,0.7969581301673011,-0.7685346204634312,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,821,sigma,0.050052153543371225,1.000000000001,0.09669332556280617,0.09969189317078779,0.055323238090807775,0.13713314727500805,0.1417425540760474,0.3903078962492489,0.7807559367497061,-0.6061226599478557,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,822,sigma,0.16239373195745344,1.000000000001,0.09264441578128335,0.1065229199227084,0.034217299423608245,0.060713829195837316,0.05560408196570521,0.6153738756823104,0.6642458696131026,-1.1427180739680123,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,823,sigma,0.13475309359301,1.0000000000009999,0.09392866998315444,0.11835472796203812,0.03223666233746621,0.05587829980414613,0.049985674479088256,0.6449180224687705,0.6587108564222098,-1.1916571279365094,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,824,sigma,0.006531907330277676,1.000000000001,0.0890462562634657,0.13793018410370697,0.07326301883375261,0.14543948053349037,0.14116379999882758,0.5189929630248129,0.8295275432210538,-0.7599629704224277,False,True,False,0.3333333333333333
SleepEDF,SC4001,Wake,Sleep stage W,825,sigma,0.02529002954092953,1.000000000001,0.09676111039835834,0.10613179543640569,0.05302746455675665,0.09652022198346849,0.11090938527341902,0.47811521473636104,0.725049110809726,-0.7674164666494565,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,826,sigma,0.12256578552441776,1.000000000001,0.0952988609890014,0.15184434457169052,0.04260343503098326,0.08528943434030678,0.0834132135320027,0.510751633062633,0.7355078066143772,-0.9882733638897148,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,827,sigma,0.04036951933774873,1.000000000001,0.09478116232110387,0.12014331345386176,0.03837356988063907,0.045119093738380925,0.05160665376419513,0.7435779513090462,0.6272267998590109,-1.1963029364000004,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,828,sigma,0.007826949021645296,1.0000000000009999,0.09210137158116076,0.14327995226590365,0.05187944231056429,0.1050799143979318,0.08726235612261068,0.5945225938785671,0.7239615670964326,-0.9155009711420942,False,True,True,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,829,sigma,0.06805794892506115,1.000000000001,0.08746140708055898,0.1137110601105726,0.0429935538947772,0.09594719557556715,0.07718313013946318,0.5570330435748663,0.7060386768073221,-0.9653130971268886,True,True,False,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,830,sigma,0.06980410832410287,1.000000000001,0.10144064835889256,0.11685037471747935,0.024006785901627928,0.03491578725458917,0.02848429443682774,0.8428078130573743,0.5980894689293401,-1.4269266220197185,True,True,False,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,831,sigma,0.1632256344716281,1.000000000001,0.0944230605709284,0.13623529512656293,0.04076839294128423,0.07422788641197063,0.0665915222628513,0.6122159631634527,0.7016409277265426,-1.1040378722113617,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,832,sigma,0.11349205470509661,1.0000000000009999,0.09386481071830212,0.1209633568337336,0.033459901666309216,0.06634146857237715,0.06227651256609208,0.537279630587246,0.6770866359504685,-1.085498410778552,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,833,sigma,0.12080362048354477,1.000000000001,0.08858483592330568,0.0921308970589247,0.03288222799728595,0.05941313695221212,0.05265108883422538,0.6245308259472615,0.5991128977912306,-1.0916856012325205,True,True,False,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,834,sigma,0.02935665267174205,1.000000000001,0.08783891892495296,0.11514293570813505,0.04412269006843083,0.06710120014678728,0.054258689795710954,0.8131912184710633,0.6575493072425844,-1.1434825238178867,True,True,False,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,835,sigma,0.08887594114536418,1.000000000001,0.10120104214107539,0.10089726155825976,0.048288450273171614,0.10996927094375629,0.10490993936644616,0.46028479822147006,0.734848965500624,-0.8012897995627538,True,True,False,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,836,sigma,0.023930264358796197,1.000000000001,0.0928937189905761,0.09682934703148197,0.03883738826566393,0.06376599016236811,0.06559250669170154,0.5921009917735824,0.6539940174579578,-0.996357335954055,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,837,sigma,0.0010791642624231683,1.000000000001,0.0942591380835327,0.13460831917845315,0.03797958807571057,0.0663732022116355,0.0632447043817539,0.6005180741435667,0.683752167809769,-1.0858300156586072,False,True,True,0.6666666666666666
SleepEDF,SC4001,Wake,Sleep stage W,838,sigma,0.05959910046583139,1.000000000001,0.09831208126512134,0.10690732626455914,0.04644151717626158,0.10465843019738802,0.08831989706608491,0.525833008398845,0.7314539285005183,-0.8950370927911225,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,839,sigma,0.10865547617846154,1.000000000001,0.09457818708246482,0.18526893243861073,0.03702099109404989,0.07947301018499343,0.07915165653093167,0.4677222526494405,0.7287344310353865,-1.0250047866692313,True,True,True,1.0
SleepEDF,SC4001,Wake,Sleep stage W,840,sigma,0.07009756316324081,1.000000000001,0.09065332551395174,0.11313474168848255,0.035950685967928275,0.08332832714269581,0.0759997580690517,0.47303684749616226,0.676953313385839,-0.9498553791580424,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,0,sigma,0.04091217508256115,1.0000000000009999,0.09531058814291293,0.1613996839229664,0.06040109521844369,0.12079763661468093,0.08693160277486389,0.6948117058669225,0.7899346233758499,-1.0249471207352485,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,1,sigma,0.06997599245428131,1.000000000001,0.09884323716189741,0.16430069726995739,0.06140544918558495,0.13138589969639383,0.09689414019684202,0.633737489802841,0.80226084220928,-0.9651341478473757,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,2,sigma,0.004903649743850409,1.000000000001,0.10071875489050865,0.22288045356123737,0.062444377034779154,0.13745084212136108,0.11775635435439082,0.5302845640611537,0.8400587573166312,-0.9372948201184557,False,True,True,0.6666666666666666
SleepEDF,SC4002,Wake,Sleep stage W,3,sigma,0.19973671607347554,1.000000000001,0.0958268736771954,0.1804398429058943,0.07574790775852115,0.1411287152393573,0.11756002900769758,0.644333864130954,0.8400091905263672,-0.9515801870604633,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,4,sigma,0.13320889848676123,1.000000000001,0.09313258044584745,0.14549703721343643,0.07778621460749448,0.16198732482798459,0.14190701663423336,0.548149178609265,0.8500038930060632,-0.811231086868032,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,5,sigma,0.0961379823565893,1.000000000001,0.09593251569144327,0.14072706063017348,0.05287737999210282,0.11378001787292495,0.0813963617164334,0.6496282988134786,0.7682895524318107,-1.008515617623771,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,6,sigma,0.10957357502228289,1.000000000001,0.0992460358754862,0.13996930893892903,0.05835450420435271,0.11841519005449065,0.10076685202042751,0.5791041700096372,0.7875038959321236,-0.9420032759697967,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,7,sigma,0.1548490336546726,1.000000000001,0.09870700466836117,0.1809968679518482,0.05878434921584361,0.08406332980612834,0.06335927563677919,0.927793896380853,0.7560557978315144,-1.2500483313248654,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,8,sigma,0.009389278512283609,1.000000000001,0.09776032701115639,0.16607201037020294,0.09550372047434343,0.1634092162585196,0.12421327202682088,0.7688688890906344,0.8580351609473201,-0.902621383863282,False,True,True,0.6666666666666666
SleepEDF,SC4002,Wake,Sleep stage W,9,sigma,0.022057639629286585,1.0000000000009999,0.09262959276378657,0.20965074637507128,0.05626702388699958,0.06788648970408726,0.0537998574437647,1.045858233820933,0.7409158502028863,-1.3759271651386247,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,10,sigma,0.07196391360725228,1.000000000001,0.10105371712494544,0.2458189536614326,0.06251690078866647,0.0708744486390734,0.047429947124868345,1.3180891942122719,0.7392532001016713,-1.438995981768942,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,11,sigma,0.11786754837151385,1.000000000001,0.09347006766442877,0.19547955276014622,0.04945308872083965,0.07507449700549818,0.04852259975794308,1.0191764037071216,0.7274954271415892,-1.3452436681510136,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,12,sigma,0.048821030025861904,1.000000000001,0.09556549850963894,0.18750994571675225,0.06362120892783048,0.1399286070067226,0.09324901350542743,0.6822721928682411,0.8201627115214618,-1.0280250097855952,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,13,sigma,0.026297556770127403,1.000000000001,0.09310183741919355,0.14619710010367704,0.03915152971671485,0.05329698067839934,0.04008545331812179,0.9767016829029738,0.6710281722415733,-1.3999646470489557,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,14,sigma,0.023276504052159194,1.000000000001,0.09089598952209635,0.17317778932099145,0.05986389755810285,0.10218090434232517,0.10121278367921704,0.5914657751855094,0.7864604794294471,-1.0028124543776433,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,15,sigma,0.05682073989105282,1.000000000001,0.09207726051362114,0.14028194231462976,0.058102675734449855,0.12935423074668675,0.12092354538734672,0.4804910040294696,0.7868299357182724,-0.818562839107592,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,16,sigma,0.15455526758681118,1.000000000001,0.10519879632625244,0.15099889256000773,0.039523549374286905,0.0668608182597081,0.053009196022596794,0.7455979780695633,0.7073432923788908,-1.2921660942063191,True,True,False,0.6666666666666666
SleepEDF,SC4002,Wake,Sleep stage W,17,sigma,0.024618868116696103,1.000000000001,0.09477673189268172,0.11871824115064518,0.05841473003347788,0.1179251110354292,0.11808578086275005,0.4946804738572044,0.7774031084447649,-0.8241545572746336,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,18,sigma,0.00409625124833261,1.000000000001,0.09329681909865603,0.12726917840172977,0.057837258379021976,0.1257871722288498,0.11298344081824388,0.5119091608437797,0.7881683829500901,-0.8458504583776073,False,True,True,0.6666666666666666
SleepEDF,SC4002,Wake,Sleep stage W,19,sigma,0.020520077251466776,1.000000000001,0.10124553093819838,0.13476316965890403,0.047830463768863074,0.07905364426985062,0.0834081122411445,0.5734509807631789,0.7224445022513728,-0.9979856152974861,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,20,sigma,0.0007061321069996434,1.000000000001,0.09204988632779304,0.13913370093136204,0.05873320483698486,0.10939616405057816,0.09293313930321923,0.6319941979439656,0.7757304484696438,-0.9910376811136323,False,True,True,0.6666666666666666
SleepEDF,SC4002,Wake,Sleep stage W,21,sigma,0.11715992975182242,1.000000000001,0.09130578356549061,0.16676480435800148,0.059724164794987614,0.09045529385593687,0.07776363543601543,0.7680217682641796,0.7564981166418039,-1.10231434001728,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,22,sigma,0.008322560129245411,1.000000000001,0.09150285977349214,0.1537473928099906,0.058161713229325285,0.11694887370456969,0.11945523246365805,0.48689129834922024,0.7912283416768299,-0.8726499594033615,False,True,True,0.6666666666666666
SleepEDF,SC4002,Wake,Sleep stage W,23,sigma,0.007831887433485717,1.0000000000009999,0.10044519862204981,0.1594665027458065,0.05777943214471919,0.17029622152239496,0.1740566111297321,0.33195769910355005,0.8584196791656779,-0.6276763999740855,False,True,True,0.6666666666666666
SleepEDF,SC4002,Wake,Sleep stage W,24,sigma,0.0819149366529079,1.000000000001,0.09354384413186737,0.11710723056693548,0.053110057548705444,0.10040436351116773,0.09368910439044101,0.5668754962883104,0.7489032014344624,-0.9189513304814895,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,25,sigma,0.3830415332104196,1.000000000001,0.08940735762787767,0.1316293278980229,0.0477874353716077,0.08334752980851878,0.07997251422095437,0.5975482431248722,0.7169541836983995,-0.9887937202978099,True,True,False,0.6666666666666666
SleepEDF,SC4002,Wake,Sleep stage W,26,sigma,0.0016645816469007006,1.0000000000009999,0.08453022207661863,0.2063231656959863,0.05828289630989856,0.11478319387439517,0.11635919763489239,0.5008877466848439,0.790853687111725,-0.8628856534955841,False,True,False,0.3333333333333333
SleepEDF,SC4002,Wake,Sleep stage W,27,sigma,0.03985625042814078,1.000000000001,0.09776410240245287,0.2242525481845412,0.0773283903969139,0.15121810276763142,0.12220579358563664,0.6327718852551182,0.8498558945730188,-0.8775701849034562,True,True,True,1.0
SleepEDF,SC4002,Wake,Sleep stage W,28,sigma,0.07887891099220817,1.000000000001,0.08650815355475147,0.15349800137005423,0.06508733126673154,0.12891264303608313,0.12772063392915098,0.5096070170018658,0.8095067614401584,-0.8096861068575036,True,True,False,0.6666666666666666
SleepEDF,SC4002,Wake,Sleep stage W,29,sigma,0.042077852605395025,1.000000000001,0.08930623626056773,0.1587179906469336,0.03951778974411005,0.09553771009587989,0.08495024539060626,0.4651874701708008,0.7272819591737899,-0.9486233105319181,True,True,False,0.6666666666666666
SleepEDF,SC4002,Wake,Sleep stage W,30,sigma,0.05955665919412624,1.000000000001,0.08948671695729524,0.19499032494491153,0.059366306680390696,0.12863034986577024,0.13432661791706238,0.4419548977001969,0.8132126725594399,-0.7892091378486972,True,True,False,0.6666666666666666
SleepEDF,SC4002,Wake,Sleep stage W,31,sigma,0.0170986083735445,1.0000000000009999,0.08393135098987788,0.1418334611308139,0.05067380660563862,0.09409274626485105,0.08549080333841678,0.5927398576950172,0.7188274006732954,-0.9460198679094819,True,True,False,0.6666666666666666
