relative_path,subject,task,acq,run,extension,suffix,size
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-1_eeg.json,1067,sed2,rest,1,.json,eeg,473
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-1_eeg.vhdr,1067,sed2,rest,1,.vhdr,eeg,1815
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-1_eeg.vmrk,1067,sed2,rest,1,.vmrk,eeg,548
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-1_events.json,1067,sed2,rest,1,.json,events,767
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-1_events.tsv,1067,sed2,rest,1,.tsv,events,70
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-2_channels.tsv,1067,sed2,rest,2,.tsv,channels,3911
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-2_eeg.eeg,1067,sed2,rest,2,.eeg,eeg,76800256
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-2_eeg.json,1067,sed2,rest,2,.json,eeg,473
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-2_eeg.vhdr,1067,sed2,rest,2,.vhdr,eeg,1815
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-2_eeg.vmrk,1067,sed2,rest,2,.vmrk,eeg,548
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-2_events.json,1067,sed2,rest,2,.json,events,767
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-2_events.tsv,1067,sed2,rest,2,.tsv,events,70
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-3_channels.tsv,1067,sed2,rest,3,.tsv,channels,3911
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-3_eeg.eeg,1067,sed2,rest,3,.eeg,eeg,76800256
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-3_eeg.json,1067,sed2,rest,3,.json,eeg,473
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-3_eeg.vhdr,1067,sed2,rest,3,.vhdr,eeg,1815
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-3_eeg.vmrk,1067,sed2,rest,3,.vmrk,eeg,548
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-3_events.json,1067,sed2,rest,3,.json,events,767
sub-1067/eeg/sub-1067_task-sed2_acq-rest_run-3_events.tsv,1067,sed2,rest,3,.tsv,events,70
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-1_channels.tsv,1067,sed,rest,1,.tsv,channels,3911
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-1_eeg.eeg,1067,sed,rest,1,.eeg,eeg,384000256
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-1_eeg.json,1067,sed,rest,1,.json,eeg,473
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-1_eeg.vhdr,1067,sed,rest,1,.vhdr,eeg,1813
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-1_eeg.vmrk,1067,sed,rest,1,.vmrk,eeg,547
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-1_events.json,1067,sed,rest,1,.json,events,767
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-1_events.tsv,1067,sed,rest,1,.tsv,events,70
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-2_channels.tsv,1067,sed,rest,2,.tsv,channels,3911
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-2_eeg.eeg,1067,sed,rest,2,.eeg,eeg,384000256
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-2_eeg.json,1067,sed,rest,2,.json,eeg,473
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-2_eeg.vhdr,1067,sed,rest,2,.vhdr,eeg,1813
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-2_eeg.vmrk,1067,sed,rest,2,.vmrk,eeg,547
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-2_events.json,1067,sed,rest,2,.json,events,767
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-2_events.tsv,1067,sed,rest,2,.tsv,events,70
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-3_channels.tsv,1067,sed,rest,3,.tsv,channels,3911
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-3_eeg.eeg,1067,sed,rest,3,.eeg,eeg,384000256
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-3_eeg.json,1067,sed,rest,3,.json,eeg,473
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-3_eeg.vhdr,1067,sed,rest,3,.vhdr,eeg,1813
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-3_eeg.vmrk,1067,sed,rest,3,.vmrk,eeg,547
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-3_events.json,1067,sed,rest,3,.json,events,767
sub-1067/eeg/sub-1067_task-sed_acq-rest_run-3_events.tsv,1067,sed,rest,3,.tsv,events,70
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-1_channels.tsv,1067,sed,tms,1,.tsv,channels,3911
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-1_eeg.eeg,1067,sed,tms,1,.eeg,eeg,765432832
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-1_eeg.json,1067,sed,tms,1,.json,eeg,476
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-1_eeg.vhdr,1067,sed,tms,1,.vhdr,eeg,1811
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-1_eeg.vmrk,1067,sed,tms,1,.vmrk,eeg,8454
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-1_events.json,1067,sed,tms,1,.json,events,767
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-1_events.tsv,1067,sed,tms,1,.tsv,events,9639
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-2_channels.tsv,1067,sed,tms,2,.tsv,channels,3911
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-2_eeg.eeg,1067,sed,tms,2,.eeg,eeg,776610816
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-2_eeg.json,1067,sed,tms,2,.json,eeg,475
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-2_eeg.vhdr,1067,sed,tms,2,.vhdr,eeg,1811
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-2_eeg.vmrk,1067,sed,tms,2,.vmrk,eeg,9105
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-2_events.json,1067,sed,tms,2,.json,events,767
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-2_events.tsv,1067,sed,tms,2,.tsv,events,10327
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-3_channels.tsv,1067,sed,tms,3,.tsv,channels,3911
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-3_eeg.eeg,1067,sed,tms,3,.eeg,eeg,778895616
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-3_eeg.json,1067,sed,tms,3,.json,eeg,475
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-3_eeg.vhdr,1067,sed,tms,3,.vhdr,eeg,1811
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-3_eeg.vmrk,1067,sed,tms,3,.vmrk,eeg,8454
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-3_events.json,1067,sed,tms,3,.json,events,767
sub-1067/eeg/sub-1067_task-sed_acq-tms_run-3_events.tsv,1067,sed,tms,3,.tsv,events,9565
sub-1064/sub-1064_scans.tsv,1064,,,0,.tsv,,889
sub-1064/eeg/sub-1064_task-awake_acq-EC_channels.tsv,1064,awake,EC,0,.tsv,channels,3911
sub-1064/eeg/sub-1064_task-awake_acq-EC_eeg.eeg,1064,awake,EC,0,.eeg,eeg,384000256
sub-1064/eeg/sub-1064_task-awake_acq-EC_eeg.json,1064,awake,EC,0,.json,eeg,475
sub-1064/eeg/sub-1064_task-awake_acq-EC_eeg.vhdr,1064,awake,EC,0,.vhdr,eeg,1801
sub-1064/eeg/sub-1064_task-awake_acq-EC_eeg.vmrk,1064,awake,EC,0,.vmrk,eeg,541
sub-1064/eeg/sub-1064_task-awake_acq-EC_events.json,1064,awake,EC,0,.json,events,767
sub-1064/eeg/sub-1064_task-awake_acq-EC_events.tsv,1064,awake,EC,0,.tsv,events,70
sub-1064/eeg/sub-1064_task-awake_acq-EO_channels.tsv,1064,awake,EO,0,.tsv,channels,3911
sub-1064/eeg/sub-1064_task-awake_acq-EO_eeg.eeg,1064,awake,EO,0,.eeg,eeg,384000256
sub-1064/eeg/sub-1064_task-awake_acq-EO_eeg.json,1064,awake,EO,0,.json,eeg,475
sub-1064/eeg/sub-1064_task-awake_acq-EO_eeg.vhdr,1064,awake,EO,0,.vhdr,eeg,1801
sub-1064/eeg/sub-1064_task-awake_acq-EO_eeg.vmrk,1064,awake,EO,0,.vmrk,eeg,541
sub-1064/eeg/sub-1064_task-awake_acq-EO_events.json,1064,awake,EO,0,.json,events,767
sub-1064/eeg/sub-1064_task-awake_acq-EO_events.tsv,1064,awake,EO,0,.tsv,events,70
sub-1064/eeg/sub-1064_task-awake_acq-tms_channels.tsv,1064,awake,tms,0,.tsv,channels,3911
sub-1064/eeg/sub-1064_task-awake_acq-tms_eeg.eeg,1064,awake,tms,0,.eeg,eeg,773120768
sub-1064/eeg/sub-1064_task-awake_acq-tms_eeg.json,1064,awake,tms,0,.json,eeg,478
sub-1064/eeg/sub-1064_task-awake_acq-tms_eeg.vhdr,1064,awake,tms,0,.vhdr,eeg,1803
sub-1064/eeg/sub-1064_task-awake_acq-tms_eeg.vmrk,1064,awake,tms,0,.vmrk,eeg,8420
sub-1064/eeg/sub-1064_task-awake_acq-tms_events.json,1064,awake,tms,0,.json,events,767
sub-1064/eeg/sub-1064_task-awake_acq-tms_events.tsv,1064,awake,tms,0,.tsv,events,9541
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-1_channels.tsv,1064,sed2,rest,1,.tsv,channels,3911
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-1_eeg.eeg,1064,sed2,rest,1,.eeg,eeg,76800256
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-1_eeg.json,1064,sed2,rest,1,.json,eeg,473
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-1_eeg.vhdr,1064,sed2,rest,1,.vhdr,eeg,1815
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-1_eeg.vmrk,1064,sed2,rest,1,.vmrk,eeg,548
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-1_events.json,1064,sed2,rest,1,.json,events,767
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-1_events.tsv,1064,sed2,rest,1,.tsv,events,70
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-2_channels.tsv,1064,sed2,rest,2,.tsv,channels,3911
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-2_eeg.eeg,1064,sed2,rest,2,.eeg,eeg,76800256
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-2_eeg.json,1064,sed2,rest,2,.json,eeg,473
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-2_eeg.vhdr,1064,sed2,rest,2,.vhdr,eeg,1815
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-2_eeg.vmrk,1064,sed2,rest,2,.vmrk,eeg,548
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-2_events.json,1064,sed2,rest,2,.json,events,767
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-2_events.tsv,1064,sed2,rest,2,.tsv,events,70
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-3_channels.tsv,1064,sed2,rest,3,.tsv,channels,3911
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-3_eeg.eeg,1064,sed2,rest,3,.eeg,eeg,76800256
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-3_eeg.json,1064,sed2,rest,3,.json,eeg,473
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-3_eeg.vhdr,1064,sed2,rest,3,.vhdr,eeg,1815
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-3_eeg.vmrk,1064,sed2,rest,3,.vmrk,eeg,548
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-3_events.json,1064,sed2,rest,3,.json,events,767
sub-1064/eeg/sub-1064_task-sed2_acq-rest_run-3_events.tsv,1064,sed2,rest,3,.tsv,events,70
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-1_channels.tsv,1064,sed,rest,1,.tsv,channels,3911
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-1_eeg.eeg,1064,sed,rest,1,.eeg,eeg,384000256
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-1_eeg.json,1064,sed,rest,1,.json,eeg,473
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-1_eeg.vhdr,1064,sed,rest,1,.vhdr,eeg,1813
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-1_eeg.vmrk,1064,sed,rest,1,.vmrk,eeg,547
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-1_events.json,1064,sed,rest,1,.json,events,767
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-1_events.tsv,1064,sed,rest,1,.tsv,events,70
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-2_channels.tsv,1064,sed,rest,2,.tsv,channels,3911
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-2_eeg.eeg,1064,sed,rest,2,.eeg,eeg,384000256
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-2_eeg.json,1064,sed,rest,2,.json,eeg,473
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-2_eeg.vhdr,1064,sed,rest,2,.vhdr,eeg,1813
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-2_eeg.vmrk,1064,sed,rest,2,.vmrk,eeg,547
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-2_events.json,1064,sed,rest,2,.json,events,767
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-2_events.tsv,1064,sed,rest,2,.tsv,events,70
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_channels.tsv,1064,sed,rest,3,.tsv,channels,3911
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_eeg.eeg,1064,sed,rest,3,.eeg,eeg,384000256
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_eeg.json,1064,sed,rest,3,.json,eeg,473
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,1064,sed,rest,3,.vhdr,eeg,1813
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_eeg.vmrk,1064,sed,rest,3,.vmrk,eeg,547
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_events.json,1064,sed,rest,3,.json,events,767
sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_events.tsv,1064,sed,rest,3,.tsv,events,70
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-1_channels.tsv,1064,sed,tms,1,.tsv,channels,3911
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-1_eeg.eeg,1064,sed,tms,1,.eeg,eeg,771569408
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-1_eeg.json,1064,sed,tms,1,.json,eeg,476
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-1_eeg.vhdr,1064,sed,tms,1,.vhdr,eeg,1811
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-1_eeg.vmrk,1064,sed,tms,1,.vmrk,eeg,8205
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-1_events.json,1064,sed,tms,1,.json,events,767
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-1_events.tsv,1064,sed,tms,1,.tsv,events,9279
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-2_channels.tsv,1064,sed,tms,2,.tsv,channels,3911
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-2_eeg.eeg,1064,sed,tms,2,.eeg,eeg,765433344
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-2_eeg.json,1064,sed,tms,2,.json,eeg,476
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-2_eeg.vhdr,1064,sed,tms,2,.vhdr,eeg,1811
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-2_eeg.vmrk,1064,sed,tms,2,.vmrk,eeg,5848
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-2_events.json,1064,sed,tms,2,.json,events,767
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-2_events.tsv,1064,sed,tms,2,.tsv,events,6406
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-3_channels.tsv,1064,sed,tms,3,.tsv,channels,3911
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-3_eeg.eeg,1064,sed,tms,3,.eeg,eeg,776611328
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-3_eeg.json,1064,sed,tms,3,.json,eeg,476
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-3_eeg.vhdr,1064,sed,tms,3,.vhdr,eeg,1811
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-3_eeg.vmrk,1064,sed,tms,3,.vmrk,eeg,7803
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-3_events.json,1064,sed,tms,3,.json,events,767
sub-1064/eeg/sub-1064_task-sed_acq-tms_run-3_events.tsv,1064,sed,tms,3,.tsv,events,8807
sub-1062/sub-1062_scans.tsv,1062,,,0,.tsv,,892
sub-1062/eeg/sub-1062_task-awake_acq-EC_channels.tsv,1062,awake,EC,0,.tsv,channels,3911
sub-1062/eeg/sub-1062_task-awake_acq-EC_eeg.eeg,1062,awake,EC,0,.eeg,eeg,384000256
sub-1062/eeg/sub-1062_task-awake_acq-EC_eeg.json,1062,awake,EC,0,.json,eeg,475
sub-1062/eeg/sub-1062_task-awake_acq-EC_eeg.vhdr,1062,awake,EC,0,.vhdr,eeg,1801
sub-1062/eeg/sub-1062_task-awake_acq-EC_eeg.vmrk,1062,awake,EC,0,.vmrk,eeg,541
sub-1062/eeg/sub-1062_task-awake_acq-EC_events.json,1062,awake,EC,0,.json,events,767
sub-1062/eeg/sub-1062_task-awake_acq-EC_events.tsv,1062,awake,EC,0,.tsv,events,70
sub-1062/eeg/sub-1062_task-awake_acq-EO_channels.tsv,1062,awake,EO,0,.tsv,channels,3911
sub-1062/eeg/sub-1062_task-awake_acq-EO_eeg.eeg,1062,awake,EO,0,.eeg,eeg,384000256
sub-1062/eeg/sub-1062_task-awake_acq-EO_eeg.json,1062,awake,EO,0,.json,eeg,475
sub-1062/eeg/sub-1062_task-awake_acq-EO_eeg.vhdr,1062,awake,EO,0,.vhdr,eeg,1801
sub-1062/eeg/sub-1062_task-awake_acq-EO_eeg.vmrk,1062,awake,EO,0,.vmrk,eeg,541
sub-1062/eeg/sub-1062_task-awake_acq-EO_events.json,1062,awake,EO,0,.json,events,767
sub-1062/eeg/sub-1062_task-awake_acq-EO_events.tsv,1062,awake,EO,0,.tsv,events,70
sub-1062/eeg/sub-1062_task-awake_acq-tms_channels.tsv,1062,awake,tms,0,.tsv,channels,3911
sub-1062/eeg/sub-1062_task-awake_acq-tms_eeg.eeg,1062,awake,tms,0,.eeg,eeg,765432832
sub-1062/eeg/sub-1062_task-awake_acq-tms_eeg.json,1062,awake,tms,0,.json,eeg,478
sub-1062/eeg/sub-1062_task-awake_acq-tms_eeg.vhdr,1062,awake,tms,0,.vhdr,eeg,1803
sub-1062/eeg/sub-1062_task-awake_acq-tms_eeg.vmrk,1062,awake,tms,0,.vmrk,eeg,8511
sub-1062/eeg/sub-1062_task-awake_acq-tms_events.json,1062,awake,tms,0,.json,events,767
sub-1062/eeg/sub-1062_task-awake_acq-tms_events.tsv,1062,awake,tms,0,.tsv,events,9702
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-1_channels.tsv,1062,sed2,rest,1,.tsv,channels,3911
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-1_eeg.eeg,1062,sed2,rest,1,.eeg,eeg,76800256
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-1_eeg.json,1062,sed2,rest,1,.json,eeg,473
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-1_eeg.vhdr,1062,sed2,rest,1,.vhdr,eeg,1815
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-1_eeg.vmrk,1062,sed2,rest,1,.vmrk,eeg,548
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-1_events.json,1062,sed2,rest,1,.json,events,767
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-1_events.tsv,1062,sed2,rest,1,.tsv,events,70
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-2_channels.tsv,1062,sed2,rest,2,.tsv,channels,3911
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-2_eeg.eeg,1062,sed2,rest,2,.eeg,eeg,76800256
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-2_eeg.json,1062,sed2,rest,2,.json,eeg,473
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-2_eeg.vhdr,1062,sed2,rest,2,.vhdr,eeg,1815
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-2_eeg.vmrk,1062,sed2,rest,2,.vmrk,eeg,548
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-2_events.json,1062,sed2,rest,2,.json,events,767
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-2_events.tsv,1062,sed2,rest,2,.tsv,events,70
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-3_channels.tsv,1062,sed2,rest,3,.tsv,channels,3911
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-3_eeg.eeg,1062,sed2,rest,3,.eeg,eeg,76800256
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-3_eeg.json,1062,sed2,rest,3,.json,eeg,473
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-3_eeg.vhdr,1062,sed2,rest,3,.vhdr,eeg,1815
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-3_eeg.vmrk,1062,sed2,rest,3,.vmrk,eeg,548
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-3_events.json,1062,sed2,rest,3,.json,events,767
sub-1062/eeg/sub-1062_task-sed2_acq-rest_run-3_events.tsv,1062,sed2,rest,3,.tsv,events,70
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-1_channels.tsv,1062,sed,rest,1,.tsv,channels,3911
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-1_eeg.eeg,1062,sed,rest,1,.eeg,eeg,384000256
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-1_eeg.json,1062,sed,rest,1,.json,eeg,473
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-1_eeg.vhdr,1062,sed,rest,1,.vhdr,eeg,1813
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-1_eeg.vmrk,1062,sed,rest,1,.vmrk,eeg,547
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-1_events.json,1062,sed,rest,1,.json,events,767
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-1_events.tsv,1062,sed,rest,1,.tsv,events,70
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-2_channels.tsv,1062,sed,rest,2,.tsv,channels,3911
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-2_eeg.eeg,1062,sed,rest,2,.eeg,eeg,384000256
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-2_eeg.json,1062,sed,rest,2,.json,eeg,473
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-2_eeg.vhdr,1062,sed,rest,2,.vhdr,eeg,1813
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-2_eeg.vmrk,1062,sed,rest,2,.vmrk,eeg,547
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-2_events.json,1062,sed,rest,2,.json,events,767
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-2_events.tsv,1062,sed,rest,2,.tsv,events,70
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-3_channels.tsv,1062,sed,rest,3,.tsv,channels,3911
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-3_eeg.eeg,1062,sed,rest,3,.eeg,eeg,384000256
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-3_eeg.json,1062,sed,rest,3,.json,eeg,473
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-3_eeg.vhdr,1062,sed,rest,3,.vhdr,eeg,1813
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-3_eeg.vmrk,1062,sed,rest,3,.vmrk,eeg,547
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-3_events.json,1062,sed,rest,3,.json,events,767
sub-1062/eeg/sub-1062_task-sed_acq-rest_run-3_events.tsv,1062,sed,rest,3,.tsv,events,70
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-1_channels.tsv,1062,sed,tms,1,.tsv,channels,3911
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-1_eeg.eeg,1062,sed,tms,1,.eeg,eeg,776610816
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-1_eeg.json,1062,sed,tms,1,.json,eeg,475
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-1_eeg.vhdr,1062,sed,tms,1,.vhdr,eeg,1811
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-1_eeg.vmrk,1062,sed,tms,1,.vmrk,eeg,546
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-1_events.json,1062,sed,tms,1,.json,events,767
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-1_events.tsv,1062,sed,tms,1,.tsv,events,70
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-2_channels.tsv,1062,sed,tms,2,.tsv,channels,3911
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-2_eeg.eeg,1062,sed,tms,2,.eeg,eeg,355571968
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-2_eeg.json,1062,sed,tms,2,.json,eeg,476
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-2_eeg.vhdr,1062,sed,tms,2,.vhdr,eeg,1811
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-2_eeg.vmrk,1062,sed,tms,2,.vmrk,eeg,3096
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-2_events.json,1062,sed,tms,2,.json,events,767
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-2_events.tsv,1062,sed,tms,2,.tsv,events,3204
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-3_channels.tsv,1062,sed,tms,3,.tsv,channels,3911
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-3_eeg.eeg,1062,sed,tms,3,.eeg,eeg,770791936
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-3_eeg.json,1062,sed,tms,3,.json,eeg,475
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-3_eeg.vhdr,1062,sed,tms,3,.vhdr,eeg,1811
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-3_eeg.vmrk,1062,sed,tms,3,.vmrk,eeg,8671
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-3_events.json,1062,sed,tms,3,.json,events,767
sub-1062/eeg/sub-1062_task-sed_acq-tms_run-3_events.tsv,1062,sed,tms,3,.tsv,events,9808
sub-1061/sub-1061_scans.tsv,1061,,,0,.tsv,,746
sub-1061/eeg/sub-1061_task-awake_acq-EC_channels.tsv,1061,awake,EC,0,.tsv,channels,3911
sub-1061/eeg/sub-1061_task-awake_acq-EC_eeg.eeg,1061,awake,EC,0,.eeg,eeg,384000256
sub-1061/eeg/sub-1061_task-awake_acq-EC_eeg.json,1061,awake,EC,0,.json,eeg,475
sub-1061/eeg/sub-1061_task-awake_acq-EC_eeg.vhdr,1061,awake,EC,0,.vhdr,eeg,1801
